name,floors_bg,floors_ag,void_deck,height_bg,height_ag,reference,year,const_type,use_type1,use_type1r,use_type2,use_type2r,use_type3,use_type3r,house_no,street,postcode,house_name,resi_type,city,country,geometry
B1000,1,4,0,3.0,17.0,OSM - as it is,2000,STANDARD4,MULTI_RES,1.0,NONE,0.0,NONE,0.0,,,,,,,,"POLYGON ((488024.8291529798 4284420.171643717, 488025.979932888 4284416.441461676, 488027.7277412964 4284410.77957695, 488029.1380622629 4284406.183471842, 488029.63988320186 4284404.540423378, 488029.37892742077 4284404.463139425, 488029.44816768594 4284404.25220029, 488025.9861181767 4284403.203227955, 488013.87764066295 4284399.537371834, 488013.599278585 4284399.4490180025, 488011.90305546037 4284398.941127591, 488008.1365551825 4284397.803848506, 487991.08726027375 4284392.658523987, 487978.64758682984 4284434.577987886, 487981.37025307945 4284435.406123477, 487984.092935498 4284436.245356559, 487986.8156006055 4284437.07349401, 487989.53826514387 4284437.901632394, 487992.2609458396 4284438.740868264, 487994.98360923567 4284439.569008507, 487997.70627206255 4284440.39714968, 488000.4289510354 4284441.236388342, 488003.1429181258 4284442.06454447, 488005.865579242 4284442.892688432, 488008.5882397891 4284443.720833322, 488011.31091646716 4284444.560075703, 488014.0335758721 4284445.388222454, 488016.7562347078 4284446.2163701365, 488017.90702370333 4284442.497283321, 488019.06650838006 4284438.778183618, 488020.2172995461 4284435.059097184, 488021.36807510944 4284431.328914381, 488022.5188684435 4284427.609828326, 488023.678357475 4284423.890729391, 488024.8291529798 4284420.171643717), (487995.52685065847 4284413.49121696, 488013.2544955679 4284418.779785798, 488009.3880103374 4284432.079312491, 487991.68617511814 4284426.590974832, 487995.52685065847 4284413.49121696))"
