building_id,roof_i,conf,planar_area_m2,bbox_x1,bbox_y1,bbox_x2,bbox_y2,cx_px,cy_px,center_x_geolocation,center_y_geolocation,resolution_m_per_px,timestamp,roof_head_raw,building_planar_area_m2
0,0,0.9319395422935486,446.0158335444902,380.875244140625,314.792724609375,537.6597900390625,447.1100158691406,459.26751708984375,380.9513702392578,-86631.16455079315,-102426.60522455335,0.14662742614744,2026-03-13T15:21:52,"[9.242264747619629, -7.426568031311035, -6.428310394287109, -8.833020210266113, -5.788753509521484, -2.1719117164611816, -4.861618518829346, -6.0530781745910645, -4.089775562286377, -3.3550829887390137, -3.110990524291992, -3.5419209003448486, -3.120968818664551, -1.7093636989593506, -1.3455166816711426, -0.977557897567749, 0.02245749533176422, -1.3077625036239624]",446.0158335444902
1,1,0.928904116153717,414.4068930062771,513.7386474609375,356.7701110839844,662.1370239257812,486.6576232910156,587.9378356933594,421.7138671875,-86631.16455079315,-102426.60522455335,0.14662742614744,2026-03-13T15:21:52,"[8.74155330657959, -3.9430770874023438, -6.292786598205566, -5.131702899932861, -8.539142608642578, -1.8928582668304443, -3.60701322555542, -3.545515537261963, -2.743457317352295, -1.8116451501846313, -2.1469383239746094, -1.9736672639846802, -2.3266968727111816, -0.10171812772750854, -1.0851839780807495, -0.52992844581604, -0.33285829424858093, -0.948477029800415]",414.4068930062771
2,2,0.8557133674621582,348.3935173600826,1.166479468345642,143.14418029785156,107.9166030883789,294.9440002441406,54.541541278362274,219.0440902709961,-86631.16455079315,-102426.60522455335,0.14662742614744,2026-03-13T15:21:52,"[-5.1245808601379395, 5.261512756347656, 1.3595670461654663, -4.563323974609375, 0.9134494066238403, -3.678839683532715, -3.2091519832611084, -4.155374050140381, -5.041448593139648, -3.9251065254211426, -1.7402740716934204, -1.8703404664993286, -1.8984546661376953, -1.7708024978637695, -1.5466355085372925, -1.9418163299560547, -1.2407101392745972, -1.5969020128250122]",348.3935173600826
3,3,0.8496025204658508,551.4968305297748,56.93796920776367,500.0210876464844,209.4401092529297,668.2252197265625,133.18903923034668,584.1231536865234,-86631.16455079315,-102426.60522455335,0.14662742614744,2026-03-13T15:21:52,"[-3.940061330795288, 8.297918319702148, -1.9676992893218994, -4.016637802124023, -4.123679161071777, -4.3344268798828125, -3.418745994567871, -5.912383079528809, -6.081148147583008, -5.099009990692139, -2.3342299461364746, -2.344191074371338, -2.4166016578674316, -1.603241205215454, -1.5157941579818726, -2.037604570388794, -0.9529787302017212, -2.219184637069702]",551.4968305297748
4,4,0.809773862361908,431.8270215121226,891.6207275390625,615.073974609375,1022.3800659179688,768.679443359375,957.0003967285156,691.876708984375,-86631.16455079315,-102426.60522455335,0.14662742614744,2026-03-13T15:21:52,"[-5.276239395141602, -4.874290466308594, 7.206452369689941, -8.998684883117676, 3.6466915607452393, -4.565036773681641, -3.989081621170044, -2.9174365997314453, -5.240679740905762, -3.0848538875579834, -1.5812960863113403, -1.9628249406814575, -1.7548624277114868, -1.9439740180969238, 1.8068203926086426, 1.459020972251892, 1.9447722434997559, 1.2856857776641846]",431.8270215121226
5,5,0.7749103307723999,440.61987073336434,73.0242919921875,202.6190185546875,225.59378051757812,336.94683837890625,149.3090362548828,269.7829284667969,-86631.16455079315,-102426.60522455335,0.14662742614744,2026-03-13T15:21:52,"[-5.553516864776611, 2.368590831756592, -6.453444004058838, 3.558805465698242, -8.012988090515137, -3.1406545639038086, -3.2679123878479004, -4.0036516189575195, -3.0507590770721436, -3.257706880569458, -2.1889543533325195, -1.8229700326919556, -2.2268288135528564, -1.8783059120178223, -2.516172170639038, -3.42297101020813, -2.2248332500457764, -2.774226665496826]",440.61987073336434
6,6,0.5293805003166199,239.79289391864128,3.775341749191284,282.5935974121094,59.624595642089844,482.29840087890625,31.699968695640564,382.4459991455078,-86631.16455079315,-102426.60522455335,0.14662742614744,2026-03-13T15:21:52,"[3.914670467376709, -5.630775451660156, -3.9985954761505127, -5.222843170166016, -4.5244646072387695, -1.3519562482833862, -3.151393413543701, -3.2835452556610107, -2.1755523681640625, -2.904478073120117, -2.0645575523376465, -2.4483017921447754, -2.1944637298583984, -1.808654546737671, -1.541017770767212, -0.03158184885978699, -0.8819289803504944, -0.15209715068340302]",239.79289391864128
